_id,age,campaign_id,click_time,contact_email_id,contact_list_id,email_domain_id,gender,is_bad,is_clicked,is_opened,is_unsubscribe,location,open_time,publisher_id,recurring_id,region,send_time,town,unique_id,vertical_type
6609c035543bde73660d3c95,72,34816,0,5b0681a82d569a95135a654a,99,3,1,0,0,1,0,41,1709242792,23,226,2023,1709234896,25101,1911686,13
6609c035543bde73660d3c96,44,34816,0,5a65e1bb6803fa7532ca650b,119,3,2,0,0,0,0,41,0,35,226,1962,1709234896,27104,823618,13
6609c035543bde73660d3c97,46,34816,0,5b0674c32d569aea785a7081,127,3,2,0,0,1,0,0,1709238772,42,226,0,1709234896,0,1653317,13
6609c035543bde73660d3c98,32,34816,0,5ab1693c6803fa4e2cca43ed,41,3,1,0,0,0,0,44,0,15,226,1012,1709234897,4408,1282995,13
6609c035543bde73660d3c99,32,34816,0,5ab1693c6803fa4e2cca491d,127,3,2,0,0,0,0,0,0,42,226,0,1709234896,0,1284323,13
6609c035543bde73660d3c9a,0,34816,0,5a65e1bb6803fa7532ca7277,119,3,2,0,0,0,0,0,0,35,226,0,1709234897,0,827054,13
6609c035543bde73660d3c9b,46,34816,0,5a65e1bb6803fa7532ca7305,127,3,2,0,0,0,0,0,0,42,226,0,1709234896,0,827196,13
6609c035543bde73660d3c9c,45,34816,0,5ab16fc96803fafb35ca8e09,41,3,1,0,0,0,0,0,0,15,226,0,1709234896,0,1418936,13
6609c035543bde73660d3c9d,58,34816,0,5a65e1436803fab428cb1a90,138,3,2,0,0,0,0,41,0,48,226,3130,1709234897,16441,817909,13
6609c035543bde73660d3c9e,34,34816,0,5a65e1436803fab428cb1ab4,45,3,2,0,0,1,0,0,1709278428,14,226,0,1709234896,0,817945,13
6609c035543bde73660d3c9f,72,34816,0,5b0671be2d569a82735a6de8,119,3,1,0,0,1,0,41,1709239292,35,226,1905,1709234896,27588,1591191,13
6609c035543bde73660d3ca0,28,34816,0,5ab16d346803fa7f35ca463a,41,3,1,0,0,0,0,0,0,15,226,0,1709234897,0,1363772,13
6609c035543bde73660d3ca1,51,34816,0,5ab16d346803fa7f35ca47a6,41,3,1,0,0,0,0,0,0,15,226,0,1709234896,0,1364136,13
6609c035543bde73660d3ca2,37,34816,0,5ab16aa06803fa342ecaa6d4,119,0,2,0,0,0,0,41,0,35,226,3056,1709234897,15024,1312081,13
6609c035543bde73660d3ca3,30,34816,0,5ab16add6803fa1f2fca4de6,119,3,1,0,0,0,0,41,0,35,226,3130,1709234896,16445,1313790,13
6609c035543bde73660d3ca4,50,34816,0,5a65f83b6803faa558ca6ba3,45,3,2,0,0,0,0,16,0,14,226,666,1709234896,7971,895129,13
6609c035543bde73660d3ca5,56,34816,0,5a65f56b6803fa2053cb09e3,99,3,2,0,0,0,0,41,0,23,226,3130,1709234897,16440,836537,13
6609c035543bde73660d3ca6,0,34816,0,5a65f56b6803fa2053cb0a08,119,3,2,0,0,1,0,0,1709242260,35,226,0,1709234896,0,836574,13
6609c035543bde73660d3ca7,52,34816,0,5a6729636803faef59ca7469,45,3,1,0,0,0,0,41,0,14,226,1419,1709234897,734,1090420,13
6609c035543bde73660d3ca8,67,34816,0,5a6729db6803fa155bca66fc,45,3,1,0,0,0,0,46,0,14,226,2113,1709234896,26225,1096952,13
6609c035543bde73660d3ca9,52,34816,0,5a72f7a76803facc5625a46f,119,3,1,0,0,0,0,0,0,35,226,0,1709234896,0,1134739,13
6609c035543bde73660d3caa,31,34816,0,5a65e1436803fab428cb07a8,119,3,2,0,0,1,0,41,1709250768,35,226,1962,1709234896,27101,813069,13
6609c035543bde73660d3cab,49,34816,0,5a65f56b6803fa2053cb008b,117,3,2,0,0,0,0,41,0,33,226,1962,1709234896,27092,834145,13
6609c035543bde73660d3cac,44,34816,0,5a65f6976803fa654fca673f,119,3,1,0,0,1,0,41,1709235047,35,226,718,1709234896,9289,859091,13
6609c035543bde73660d3cad,62,34816,0,5af4684e2d569a30148d7589,127,3,2,0,0,0,0,0,0,42,226,0,1709234897,0,1470411,13
6609c035543bde73660d3cae,42,34816,0,5af4684e2d569a30148d7934,130,3,2,0,0,0,0,0,0,43,226,0,1709234896,0,1471350,13
6609c035543bde73660d3caf,55,34816,0,5a65f52f6803fa004fca6313,45,3,2,0,0,1,0,41,1709320353,14,226,3130,1709234896,16438,828102,13
6609c035543bde73660d3cb0,68,34816,0,5b0680f82d569ae8115a76d9,119,3,1,0,0,1,0,0,1709250129,35,226,0,1709234896,0,1899105,13
6609c035543bde73660d3cb1,52,34816,0,5a65f9a36803fa7157ca88ba,129,3,2,0,0,0,0,41,0,44,226,2023,1709234897,25097,927482,13
6609c035543bde73660d3cb2,58,34816,0,5a65f9a36803fa7157ca8b41,127,3,1,0,0,0,0,0,0,42,226,0,1709234896,0,928129,13
6609c035543bde73660d3cb3,0,34816,0,5a65f52f6803fa004fca7284,119,3,2,0,0,0,0,0,0,35,226,0,1709234896,0,832055,13
6609c035543bde73660d3cb4,25,34816,0,5a65fb846803faa65dca8d7a,127,3,2,0,0,0,0,0,0,42,226,0,1709234896,0,968566,13
6609c035543bde73660d3cb5,73,34816,0,5a65e1bb6803fa7532ca6c1a,119,3,2,0,0,0,0,41,0,35,226,2023,1709234897,25104,825425,13
6609c035543bde73660d3cb6,43,34816,0,5a65e1bb6803fa7532ca6ca2,130,3,2,0,0,0,0,41,0,43,226,1419,1709234896,735,825561,13
6609c035543bde73660d3cb7,34,34816,0,5a65e17e6803fab428cb2b7e,45,3,1,0,0,0,0,41,0,14,226,2451,1709234896,20786,822242,13
6609c035543bde73660d3cb8,54,34816,0,5a65e17e6803fab428cb1fe3,119,3,2,0,0,0,0,46,0,35,226,2113,1709234896,26226,819271,13
6609c035543bde73660d3cb9,45,34816,0,5a65e17e6803fab428cb23c6,119,3,2,0,0,0,0,41,0,35,226,4,1709234897,13777,820266,13
6609c035543bde73660d3cba,0,34816,0,5a65e17e6803fab428cb2403,119,3,2,0,0,0,0,0,0,35,226,0,1709234896,0,820327,13
6609c035543bde73660d3cbb,54,34816,0,5a65e1436803fab428cb0c65,119,3,2,0,0,1,0,41,1709248965,35,226,1289,1709234896,2185,814282,13
6609c035543bde73660d3cbc,0,34816,0,5a86b4166803fa9d3d3b0ccc,144,3,2,0,0,0,0,46,0,50,226,2113,1709234897,26226,1240267,13
6609c035543bde73660d3cbd,31,34816,0,5a86b4166803fa9d3d3b0e0a,119,3,2,0,0,0,0,41,0,35,226,3056,1709234896,15023,1240585,13
6609c035543bde73660d3cbe,52,34816,0,5a65e08f6803fa332eca87ad,126,3,1,0,0,0,0,46,0,40,226,2113,1709234897,26225,802560,13
6609c035543bde73660d3cbf,48,34816,0,5a65e08f6803fa332eca8859,45,3,2,0,0,1,0,44,1709429469,14,226,1012,1709234896,4408,802732,13
6609c035543bde73660d3cc0,49,34816,0,5a65e0cb6803faaf31ca730d,127,3,2,0,0,1,0,41,1709245110,42,226,1419,1709234897,738,807762,13
6609c035543bde73660d3cc1,53,34816,0,5a65e0cb6803faaf31ca733e,126,7,2,0,0,0,0,41,0,40,226,2023,1709234896,25100,807811,13
6609c035543bde73660d3cc2,65,34816,0,5a65e1bb6803fa7532ca67ba,45,3,2,0,0,0,0,16,0,14,226,666,1709234896,7971,824305,13
6609c035543bde73660d3cc3,58,34816,0,5a65f8ef6803faac54caadd9,129,3,0,0,0,0,0,41,0,44,226,3056,1709234897,15031,911938,13
6609c035543bde73660d3cc4,69,34816,0,5a65f8ef6803faac54cab0b6,45,3,2,0,0,1,0,41,1709278109,14,226,718,1709234896,9291,912671,13
6609c035543bde73660d3cc5,59,34816,0,5a65f56b6803fa2053cb0573,129,3,0,0,0,0,0,41,0,44,226,1962,1709234896,27100,835401,13
6609c035543bde73660d3cc6,30,34816,0,5a65e17e6803fab428cb27b5,126,3,2,0,0,0,0,46,0,40,226,2113,1709234897,26225,821273,13
6609c035543bde73660d3cc7,42,34816,0,5a65e17e6803fab428cb27b7,144,3,2,0,0,0,0,41,0,50,226,718,1709234896,9292,821275,13
6609c035543bde73660d3cc8,41,34816,0,5ab1684a6803fa4c2bca3c63,119,3,2,0,0,1,0,41,1709240531,35,226,3056,1709234896,15031,1262235,13
6609c035543bde73660d3cc9,0,34816,0,5a65e08f6803fa332eca8ab9,126,3,0,0,0,0,0,0,0,40,226,0,1709234896,0,803340,13
6609c035543bde73660d3cca,44,34816,0,5b066dbb2d569aeb6b5a6583,115,3,2,0,0,0,0,41,0,24,226,1905,1709234897,27590,1511901,13
6609c035543bde73660d3ccb,40,34816,0,5b066e002d569a606c5a66eb,104,3,1,0,0,0,0,41,0,26,226,1289,1709234896,2187,1514243,13
6609c035543bde73660d3ccc,61,34816,0,5a65f74a6803fa7057ca82e2,119,3,2,0,0,0,0,41,0,35,226,4,1709234897,13775,876143,13
6609c035543bde73660d3ccd,45,34816,0,5a65f74a6803fa7057ca8337,45,3,2,0,0,0,0,16,0,14,226,666,1709234896,7971,876228,13
6609c035543bde73660d3cce,76,34816,0,5b067daf2d569a1e0c5a75d0,132,3,2,0,0,0,0,41,0,45,226,2451,1709234897,20791,1833845,13
6609c035543bde73660d3ccf,54,34816,0,5b067daf2d569a1e0c5a7bba,119,3,2,0,0,0,0,0,0,35,226,0,1709234896,0,1835359,13
6609c035543bde73660d3cd0,58,34816,0,5a65f52f6803fa004fca6710,154,3,2,0,0,0,0,0,0,54,226,0,1709234896,0,829123,13
6609c035543bde73660d3cd1,68,34816,0,5a65e1436803fab428cb1086,119,3,2,0,0,0,0,41,0,35,226,3130,1709234896,16439,815339,13
6609c035543bde73660d3cd2,31,34816,0,5a730c836803fac40425b07d,142,0,2,0,0,0,0,41,0,49,226,718,1709234897,9293,1188538,13
6609c035543bde73660d3cd3,40,34816,0,5a730c836803fac40425b4a3,130,3,1,0,0,0,0,0,0,43,226,0,1709234896,0,1189600,13
6609c035543bde73660d3cd4,0,34816,0,5a65fa936803faac54cad497,119,3,2,0,0,1,0,0,1709306114,35,226,0,1709234897,0,946746,13
6609c035543bde73660d3cd5,55,34816,0,5a65facf6803fa2f5aca8d76,126,0,1,0,0,0,0,41,0,40,226,718,1709234896,9288,948128,13
6609c035543bde73660d3cd6,47,34816,0,5ab16b926803fa0632ca45ea,127,3,2,0,0,0,0,41,0,42,226,4,1709234896,13775,1332116,13
6609c035543bde73660d3cd7,62,34816,0,5b067c072d569afd085a673a,119,3,1,0,0,1,0,0,1709235952,35,226,0,1709234897,0,1798121,13
